epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,134644,1.24183,0.83524,1.02707,0.6047,0.49819,0.52752,0.32874,1.23444,0.86507,1.02773,0.00482371,0.00482371,0.00482371
185,135360,1.24337,0.83907,1.02513,0.6049,0.49725,0.52755,0.32875,1.23433,0.86477,1.02768,0.00479543,0.00479543,0.00479543
186,136089,1.24599,0.83512,1.02745,0.60287,0.49893,0.52754,0.32859,1.2343,0.86452,1.02769,0.00476714,0.00476714,0.00476714
187,136810,1.24754,0.83956,1.02978,0.60232,0.5,0.52797,0.32881,1.2342,0.86429,1.02764,0.00473886,0.00473886,0.00473886
188,137543,1.23828,0.8363,1.02587,0.60231,0.49994,0.5281,0.32881,1.2341,0.8641,1.02757,0.00471057,0.00471057,0.00471057
189,138289,1.24159,0.83504,1.02692,0.60528,0.49899,0.52828,0.32899,1.23399,0.86381,1.02749,0.00468229,0.00468229,0.00468229
190,139004,1.24338,0.83877,1.02689,0.60473,0.49975,0.52847,0.32914,1.23387,0.8636,1.02741,0.004654,0.004654,0.004654
191,139720,1.24031,0.83502,1.02489,0.60421,0.4992,0.52865,0.32931,1.23375,0.86336,1.02733,0.00462571,0.00462571,0.00462571
192,140434,1.2421,0.83435,1.02478,0.60493,0.49922,0.52884,0.32951,1.23368,0.86313,1.02726,0.00459743,0.00459743,0.00459743
193,141153,1.23708,0.83143,1.02712,0.60593,0.49916,0.52887,0.32959,1.23357,0.86285,1.02715,0.00456914,0.00456914,0.00456914
194,141874,1.23995,0.83282,1.02098,0.60803,0.49867,0.52914,0.32976,1.23347,0.86259,1.02707,0.00454086,0.00454086,0.00454086
195,142618,1.24256,0.83281,1.02442,0.60925,0.49792,0.52918,0.32986,1.23341,0.86238,1.02702,0.00451257,0.00451257,0.00451257
196,143347,1.23762,0.82452,1.02386,0.6101,0.4979,0.52935,0.32994,1.23336,0.86216,1.02698,0.00448429,0.00448429,0.00448429
197,144064,1.24259,0.83024,1.02326,0.61008,0.49761,0.52931,0.33004,1.23335,0.86197,1.02697,0.004456,0.004456,0.004456
198,144798,1.2401,0.83014,1.0258,0.61168,0.49731,0.52959,0.33018,1.23329,0.86175,1.02696,0.00442771,0.00442771,0.00442771
199,145536,1.23713,0.8258,1.02423,0.61097,0.49804,0.52979,0.33036,1.23321,0.86153,1.02691,0.00439943,0.00439943,0.00439943
200,146275,1.23863,0.82482,1.02086,0.61117,0.49795,0.52985,0.33038,1.23312,0.86138,1.02687,0.00437114,0.00437114,0.00437114
201,146993,1.24198,0.83065,1.02429,0.60979,0.49821,0.52996,0.33035,1.23303,0.86119,1.02683,0.00434286,0.00434286,0.00434286
202,147745,1.24006,0.82385,1.0228,0.60916,0.49864,0.53008,0.33034,1.23296,0.86099,1.02682,0.00431457,0.00431457,0.00431457
203,148468,1.2315,0.822,1.02273,0.60968,0.49874,0.53024,0.33055,1.23288,0.86081,1.02678,0.00428629,0.00428629,0.00428629
204,149209,1.23651,0.82105,1.0213,0.60941,0.49904,0.53011,0.33046,1.23285,0.86059,1.02677,0.004258,0.004258,0.004258
205,149925,1.23888,0.82126,1.02375,0.6083,0.49951,0.5301,0.33054,1.23283,0.86045,1.02673,0.00422971,0.00422971,0.00422971
206,150678,1.23668,0.82502,1.02229,0.60795,0.49932,0.53023,0.33063,1.23278,0.86028,1.02671,0.00420143,0.00420143,0.00420143
207,151406,1.2346,0.81747,1.02112,0.60689,0.49969,0.53036,0.33071,1.2327,0.86006,1.02666,0.00417314,0.00417314,0.00417314
208,152144,1.22905,0.81515,1.01922,0.60787,0.49964,0.53043,0.33077,1.23258,0.85989,1.0266,0.00414486,0.00414486,0.00414486
209,152901,1.22958,0.81605,1.01989,0.60737,0.49999,0.53051,0.33068,1.23248,0.85968,1.02656,0.00411657,0.00411657,0.00411657
210,153653,1.22989,0.81463,1.02076,0.60731,0.49994,0.53068,0.33079,1.23235,0.85953,1.02647,0.00408829,0.00408829,0.00408829
211,154401,1.22987,0.81411,1.01963,0.60745,0.49979,0.53095,0.331,1.23225,0.8593,1.02642,0.00406,0.00406,0.00406
212,155136,1.23768,0.81742,1.02024,0.60767,0.49979,0.53099,0.33111,1.23214,0.85908,1.02637,0.00403171,0.00403171,0.00403171
213,155850,1.22654,0.81337,1.0198,0.60743,0.49977,0.53109,0.33114,1.23202,0.85887,1.02633,0.00400343,0.00400343,0.00400343
214,156584,1.23078,0.81517,1.01861,0.6068,0.5004,0.5311,0.3311,1.23194,0.85866,1.02626,0.00397514,0.00397514,0.00397514
215,157311,1.23345,0.81299,1.01876,0.60696,0.5001,0.53137,0.33135,1.23185,0.85842,1.02621,0.00394686,0.00394686,0.00394686
216,158056,1.23028,0.81365,1.01819,0.60629,0.50083,0.53151,0.33136,1.23179,0.85818,1.02617,0.00391857,0.00391857,0.00391857
217,158803,1.23129,0.81382,1.01829,0.60523,0.50145,0.53153,0.33142,1.23167,0.85801,1.02607,0.00389029,0.00389029,0.00389029
218,159524,1.22862,0.80748,1.01951,0.60524,0.50131,0.53165,0.3316,1.23158,0.85778,1.02602,0.003862,0.003862,0.003862
219,160238,1.2232,0.80847,1.01443,0.60501,0.50219,0.53168,0.33162,1.23151,0.85756,1.02598,0.00383371,0.00383371,0.00383371
220,160950,1.22325,0.80642,1.01851,0.60404,0.50256,0.5317,0.33155,1.23149,0.85744,1.02601,0.00380543,0.00380543,0.00380543
221,161695,1.22504,0.80779,1.01607,0.60338,0.50313,0.53173,0.33151,1.23142,0.85722,1.02595,0.00377714,0.00377714,0.00377714
222,162419,1.22487,0.80635,1.01994,0.60281,0.50221,0.53187,0.3317,1.23138,0.85702,1.02592,0.00374886,0.00374886,0.00374886
223,163145,1.22899,0.80667,1.01952,0.6031,0.50216,0.53198,0.33184,1.23126,0.85684,1.02587,0.00372057,0.00372057,0.00372057
224,163882,1.22714,0.80742,1.01788,0.60277,0.50281,0.53203,0.33188,1.23119,0.85665,1.02585,0.00369229,0.00369229,0.00369229
225,164614,1.21964,0.80194,1.01617,0.60199,0.50401,0.53214,0.33206,1.23112,0.85647,1.02581,0.003664,0.003664,0.003664
226,165363,1.22105,0.79881,1.01239,0.60273,0.50242,0.53218,0.3322,1.23104,0.85629,1.02577,0.00363571,0.00363571,0.00363571
227,166097,1.21518,0.79617,1.01136,0.60327,0.50276,0.53233,0.33231,1.23097,0.85612,1.02573,0.00360743,0.00360743,0.00360743
228,166862,1.22019,0.7964,1.01362,0.60364,0.50268,0.53241,0.3324,1.23087,0.85596,1.02567,0.00357914,0.00357914,0.00357914
229,167598,1.21527,0.79173,1.01124,0.60353,0.50398,0.53249,0.33251,1.23081,0.85577,1.02564,0.00355086,0.00355086,0.00355086
230,168316,1.21634,0.79481,1.01346,0.6033,0.50354,0.53252,0.33252,1.23075,0.8556,1.02557,0.00352257,0.00352257,0.00352257
231,169030,1.21842,0.79799,1.01449,0.60427,0.5031,0.53256,0.33256,1.23067,0.85539,1.02552,0.00349429,0.00349429,0.00349429
232,169762,1.21454,0.79004,1.01472,0.60454,0.50287,0.53255,0.33267,1.23061,0.85519,1.02547,0.003466,0.003466,0.003466
233,170500,1.21324,0.79262,1.01092,0.60354,0.50336,0.53265,0.33282,1.23052,0.85497,1.02541,0.00343771,0.00343771,0.00343771
234,171219,1.21828,0.79574,1.01117,0.60379,0.50312,0.53265,0.33285,1.23045,0.8548,1.02537,0.00340943,0.00340943,0.00340943
235,171937,1.2164,0.79237,1.00965,0.60696,0.50098,0.53272,0.33293,1.23036,0.8546,1.02531,0.00338114,0.00338114,0.00338114
236,172671,1.2106,0.78734,1.01009,0.60743,0.50116,0.53284,0.33293,1.2303,0.85432,1.02528,0.00335286,0.00335286,0.00335286
237,173390,1.21017,0.78872,1.00966,0.60552,0.50245,0.53289,0.33299,1.23024,0.8541,1.02523,0.00332457,0.00332457,0.00332457
238,174107,1.20758,0.78575,1.0105,0.60232,0.50553,0.53288,0.33312,1.23018,0.85394,1.02519,0.00329629,0.00329629,0.00329629
239,174817,1.21357,0.79078,1.00918,0.60316,0.50445,0.53291,0.33318,1.23012,0.85373,1.02517,0.003268,0.003268,0.003268
240,175538,1.20973,0.78523,1.01064,0.60228,0.50488,0.53296,0.33328,1.23003,0.85354,1.02513,0.00323971,0.00323971,0.00323971
241,176261,1.20971,0.78582,1.00782,0.60277,0.50533,0.53311,0.33329,1.22993,0.85333,1.02507,0.00321143,0.00321143,0.00321143
242,176993,1.2093,0.78027,1.00958,0.60283,0.50477,0.53303,0.33345,1.22991,0.85318,1.02506,0.00318314,0.00318314,0.00318314
243,177711,1.21301,0.78223,1.00999,0.6022,0.5052,0.53307,0.33346,1.22985,0.85298,1.02502,0.00315486,0.00315486,0.00315486
244,178453,1.20927,0.7827,1.00826,0.60301,0.5055,0.53311,0.33365,1.22977,0.85278,1.02497,0.00312657,0.00312657,0.00312657
245,179161,1.21151,0.78487,1.01165,0.60345,0.50527,0.53315,0.33372,1.22968,0.85257,1.02491,0.00309829,0.00309829,0.00309829
246,179868,1.20968,0.78407,1.01151,0.60191,0.50559,0.53309,0.33365,1.22958,0.85239,1.02487,0.00307,0.00307,0.00307
247,180590,1.20756,0.78199,1.00658,0.59943,0.50681,0.53326,0.33371,1.22951,0.85223,1.02482,0.00304171,0.00304171,0.00304171
248,181297,1.19971,0.77507,1.00704,0.59965,0.5068,0.53328,0.33379,1.22943,0.85207,1.02473,0.00301343,0.00301343,0.00301343
249,182019,1.20439,0.77653,1.00686,0.59928,0.5071,0.53335,0.33378,1.22939,0.85185,1.02468,0.00298514,0.00298514,0.00298514
250,182754,1.2049,0.77777,1.00886,0.6014,0.50599,0.53344,0.33383,1.22935,0.85165,1.02465,0.00295686,0.00295686,0.00295686
251,183461,1.19829,0.77242,1.00696,0.59864,0.5072,0.53342,0.33383,1.22932,0.85148,1.02462,0.00292857,0.00292857,0.00292857
252,184186,1.20356,0.77458,1.00822,0.59888,0.5074,0.53339,0.33379,1.22926,0.85132,1.02457,0.00290029,0.00290029,0.00290029
253,184894,1.20127,0.77463,1.00503,0.59913,0.50699,0.53333,0.33381,1.22923,0.85112,1.02455,0.002872,0.002872,0.002872
254,185605,1.20215,0.77455,1.0092,0.59915,0.50771,0.53327,0.33389,1.22919,0.85096,1.02455,0.00284371,0.00284371,0.00284371
255,186324,1.20695,0.77546,1.00993,0.59904,0.50764,0.53324,0.33389,1.22914,0.85077,1.02451,0.00281543,0.00281543,0.00281543
256,187049,1.19872,0.76863,1.00535,0.60057,0.50672,0.53338,0.33408,1.2291,0.85061,1.02448,0.00278714,0.00278714,0.00278714
257,187777,1.20013,0.76963,1.00709,0.60241,0.50581,0.53353,0.3341,1.22903,0.85043,1.02444,0.00275886,0.00275886,0.00275886
258,188495,1.20067,0.7682,1.00967,0.6004,0.50691,0.53358,0.33424,1.22898,0.85027,1.02442,0.00273057,0.00273057,0.00273057
259,189233,1.20094,0.76942,1.00525,0.60056,0.50659,0.53366,0.33432,1.22893,0.85006,1.0244,0.00270229,0.00270229,0.00270229
260,189966,1.19549,0.76716,1.00191,0.59972,0.50693,0.53378,0.33441,1.2289,0.84986,1.02437,0.002674,0.002674,0.002674
261,190677,1.19655,0.76967,1.00581,0.5991,0.5076,0.53382,0.33439,1.22884,0.84971,1.02433,0.00264571,0.00264571,0.00264571
262,191411,1.19255,0.75728,1.00414,0.59965,0.50771,0.53385,0.33446,1.22876,0.84954,1.0243,0.00261743,0.00261743,0.00261743
263,192122,1.19764,0.76448,1.00297,0.59941,0.50837,0.53377,0.3344,1.22873,0.84935,1.02428,0.00258914,0.00258914,0.00258914
264,192833,1.19812,0.76504,1.00395,0.60118,0.50635,0.53383,0.33437,1.22868,0.8492,1.02428,0.00256086,0.00256086,0.00256086
265,193553,1.19776,0.76553,1.0051,0.60045,0.50684,0.53378,0.33438,1.22865,0.84905,1.02425,0.00253257,0.00253257,0.00253257
266,194301,1.19237,0.76085,1.00077,0.60083,0.50665,0.53382,0.33442,1.22861,0.8489,1.02422,0.00250429,0.00250429,0.00250429
267,195034,1.19443,0.76291,1.00401,0.60116,0.50655,0.53392,0.33443,1.22859,0.84875,1.02415,0.002476,0.002476,0.002476
268,195744,1.18977,0.75569,1.00357,0.60046,0.50708,0.53398,0.33448,1.22857,0.84866,1.02413,0.00244771,0.00244771,0.00244771
269,196454,1.19127,0.75783,1.0006,0.60085,0.50738,0.53427,0.33445,1.22864,0.84857,1.02419,0.00241943,0.00241943,0.00241943
270,197172,1.19114,0.75884,1.00043,0.60127,0.50759,0.53431,0.33459,1.22861,0.84844,1.02413,0.00239114,0.00239114,0.00239114
271,197897,1.19113,0.75828,1.00217,0.60183,0.50718,0.53427,0.33457,1.2286,0.84832,1.02412,0.00236286,0.00236286,0.00236286
272,198644,1.19176,0.75946,1.00086,0.60098,0.50782,0.53425,0.3346,1.22859,0.84821,1.02409,0.00233457,0.00233457,0.00233457
273,199385,1.18769,0.75405,1.00167,0.60114,0.50751,0.53422,0.33457,1.22858,0.84811,1.02411,0.00230629,0.00230629,0.00230629
274,200094,1.18746,0.75403,1.0005,0.59968,0.50869,0.53428,0.33479,1.22857,0.84793,1.0241,0.002278,0.002278,0.002278
275,200804,1.18471,0.7514,1.00052,0.60083,0.50792,0.53434,0.33479,1.2285,0.84781,1.02406,0.00224971,0.00224971,0.00224971
276,201538,1.19021,0.75467,1.00272,0.60024,0.50827,0.5344,0.33483,1.22846,0.84771,1.024,0.00222143,0.00222143,0.00222143
277,202260,1.18916,0.75353,1.00086,0.59957,0.50881,0.53424,0.33472,1.22842,0.84762,1.02397,0.00219314,0.00219314,0.00219314
278,202967,1.19048,0.75132,0.99745,0.60007,0.50839,0.53432,0.33477,1.22842,0.84746,1.02391,0.00216486,0.00216486,0.00216486
279,203707,1.18658,0.74904,0.99766,0.60056,0.50819,0.53434,0.3347,1.22841,0.84735,1.02389,0.00213657,0.00213657,0.00213657
280,204423,1.18298,0.74718,0.99718,0.60006,0.50868,0.53434,0.33469,1.22838,0.8472,1.02385,0.00210829,0.00210829,0.00210829
281,205159,1.18379,0.75053,1.00235,0.60118,0.50865,0.53431,0.33476,1.22835,0.84712,1.02383,0.00208,0.00208,0.00208
282,205890,1.17887,0.7436,1.00184,0.60035,0.50911,0.53433,0.33474,1.22838,0.84698,1.02383,0.00205171,0.00205171,0.00205171
283,206602,1.18211,0.74267,0.99964,0.59938,0.50907,0.53441,0.33478,1.22837,0.84689,1.02382,0.00202343,0.00202343,0.00202343
284,207353,1.17733,0.74379,1.00047,0.60049,0.50789,0.53428,0.33468,1.22835,0.84674,1.02381,0.00199514,0.00199514,0.00199514
285,208090,1.17895,0.7392,0.99777,0.60102,0.50751,0.53442,0.33473,1.22836,0.84661,1.0238,0.00196686,0.00196686,0.00196686
286,208832,1.17921,0.74279,0.99664,0.60162,0.5073,0.5345,0.3348,1.22838,0.84648,1.02381,0.00193857,0.00193857,0.00193857
287,209564,1.17819,0.73902,0.99755,0.60309,0.50659,0.53456,0.33481,1.2284,0.84632,1.02381,0.00191029,0.00191029,0.00191029
288,210297,1.1756,0.73627,0.99787,0.60336,0.50628,0.53446,0.33484,1.22842,0.8462,1.02382,0.001882,0.001882,0.001882
289,211035,1.18015,0.7408,0.99831,0.60357,0.50614,0.53436,0.33483,1.22839,0.84607,1.02381,0.00185371,0.00185371,0.00185371
290,211759,1.17758,0.7392,0.99634,0.60496,0.50529,0.53441,0.33491,1.22838,0.84593,1.02379,0.00182543,0.00182543,0.00182543
291,212495,1.17784,0.73617,0.99463,0.60409,0.50594,0.53459,0.33496,1.22839,0.8458,1.02377,0.00179714,0.00179714,0.00179714
292,213238,1.17806,0.73689,0.99803,0.60434,0.50578,0.53445,0.33496,1.22841,0.84567,1.02374,0.00176886,0.00176886,0.00176886
293,213959,1.17746,0.7401,0.995,0.60414,0.50646,0.5345,0.33504,1.22838,0.84555,1.0237,0.00174057,0.00174057,0.00174057
294,214676,1.17861,0.7383,0.9946,0.6048,0.50645,0.53463,0.33513,1.22838,0.84545,1.02368,0.00171229,0.00171229,0.00171229
295,215441,1.17449,0.73238,0.99186,0.60536,0.50632,0.53468,0.33519,1.22839,0.84533,1.02365,0.001684,0.001684,0.001684
296,216202,1.17521,0.733,0.99593,0.60664,0.50533,0.53479,0.33527,1.22843,0.84523,1.0237,0.00165571,0.00165571,0.00165571
297,216933,1.17154,0.7305,0.99099,0.60688,0.50498,0.53471,0.33516,1.22843,0.8451,1.02371,0.00162743,0.00162743,0.00162743
298,217647,1.17159,0.72857,0.99547,0.60705,0.50504,0.53473,0.33517,1.22845,0.845,1.0237,0.00159914,0.00159914,0.00159914
299,218381,1.17058,0.72985,0.99375,0.60648,0.50545,0.53467,0.33522,1.22847,0.84491,1.02369,0.00157086,0.00157086,0.00157086
300,219112,1.16708,0.72751,0.99258,0.60545,0.50567,0.53466,0.33524,1.22848,0.84479,1.02368,0.00154257,0.00154257,0.00154257
301,219850,1.16696,0.72511,0.98935,0.60576,0.50559,0.53474,0.33523,1.22851,0.84472,1.02367,0.00151429,0.00151429,0.00151429
302,220569,1.16713,0.72715,0.99119,0.6067,0.5056,0.53496,0.33536,1.22848,0.84464,1.02365,0.001486,0.001486,0.001486
303,221316,1.16689,0.72404,0.99244,0.60636,0.50611,0.53509,0.33545,1.22845,0.84454,1.02362,0.00145771,0.00145771,0.00145771
304,222041,1.16724,0.72335,0.99164,0.60631,0.50672,0.53521,0.33541,1.22846,0.84447,1.02361,0.00142943,0.00142943,0.00142943
305,222753,1.16275,0.72175,0.99024,0.60727,0.50565,0.53527,0.33547,1.22843,0.84436,1.02358,0.00140114,0.00140114,0.00140114
306,223484,1.16334,0.71981,0.98839,0.60768,0.50546,0.53524,0.33553,1.22843,0.84427,1.02358,0.00137286,0.00137286,0.00137286
307,224224,1.16611,0.72313,0.99347,0.60774,0.50492,0.53525,0.33556,1.22841,0.8442,1.02356,0.00134457,0.00134457,0.00134457
308,224953,1.16056,0.71764,0.98945,0.60821,0.50461,0.5352,0.33555,1.22842,0.84414,1.02354,0.00131629,0.00131629,0.00131629
309,225709,1.16367,0.7199,0.99175,0.60701,0.50589,0.53533,0.33559,1.2284,0.84412,1.02349,0.001288,0.001288,0.001288
310,226740,1.16345,0.71815,0.99094,0.60702,0.50677,0.53531,0.3356,1.22843,0.84406,1.02351,0.00125971,0.00125971,0.00125971
311,227622,1.16044,0.72108,0.98908,0.60764,0.50664,0.53536,0.3356,1.22842,0.84404,1.02346,0.00123143,0.00123143,0.00123143
312,228619,1.16862,0.71977,0.99223,0.60896,0.50451,0.53535,0.33561,1.22839,0.84402,1.02341,0.00120314,0.00120314,0.00120314
313,229416,1.16224,0.71555,0.98699,0.60883,0.50525,0.53539,0.33565,1.22836,0.84393,1.02336,0.00117486,0.00117486,0.00117486
314,230240,1.16026,0.71571,0.99059,0.60903,0.50515,0.53543,0.3358,1.22839,0.84388,1.02337,0.00114657,0.00114657,0.00114657
315,230993,1.15645,0.71392,0.98903,0.60844,0.50528,0.53539,0.33578,1.22844,0.84383,1.02339,0.00111829,0.00111829,0.00111829
316,231800,1.15411,0.71108,0.9898,0.60862,0.50501,0.53542,0.33579,1.22847,0.84379,1.02339,0.00109,0.00109,0.00109
317,232600,1.15517,0.70955,0.9874,0.60807,0.50541,0.53542,0.33583,1.22852,0.84372,1.02341,0.00106171,0.00106171,0.00106171
318,233683,1.15382,0.70727,0.98792,0.60827,0.50568,0.53538,0.33585,1.22856,0.84368,1.02342,0.00103343,0.00103343,0.00103343
319,234510,1.15653,0.70879,0.98867,0.60862,0.50588,0.53542,0.33577,1.2286,0.84364,1.02343,0.00100514,0.00100514,0.00100514
320,236053,1.15488,0.70836,0.98724,0.60802,0.5065,0.53544,0.33581,1.22861,0.84364,1.02341,0.000976857,0.000976857,0.000976857
321,237834,1.15562,0.70624,0.98573,0.60856,0.50643,0.53538,0.33577,1.22867,0.8436,1.02342,0.000948571,0.000948571,0.000948571
322,239414,1.15656,0.70931,0.98722,0.6078,0.5071,0.53539,0.33578,1.22874,0.84362,1.02344,0.000920286,0.000920286,0.000920286
323,240522,1.15079,0.70537,0.98565,0.60653,0.50729,0.53544,0.33572,1.2288,0.84359,1.02346,0.000892,0.000892,0.000892
324,241350,1.15063,0.70302,0.98426,0.60718,0.5075,0.53543,0.33566,1.22885,0.84358,1.02346,0.000863714,0.000863714,0.000863714
325,242108,1.14682,0.70193,0.98761,0.60754,0.50751,0.53544,0.33562,1.22885,0.84354,1.02342,0.000835429,0.000835429,0.000835429
326,242917,1.14998,0.70027,0.98417,0.60669,0.50783,0.53546,0.33557,1.22891,0.84354,1.02343,0.000807143,0.000807143,0.000807143
327,243686,1.1496,0.69878,0.98453,0.60708,0.50788,0.53565,0.33562,1.22897,0.84352,1.02344,0.000778857,0.000778857,0.000778857
328,244481,1.14589,0.69875,0.98597,0.60577,0.5083,0.53558,0.33559,1.22902,0.84352,1.02345,0.000750571,0.000750571,0.000750571
329,245273,1.14799,0.7003,0.98514,0.60601,0.50794,0.53553,0.33571,1.22909,0.84352,1.02346,0.000722286,0.000722286,0.000722286
330,245995,1.1531,0.70215,0.98456,0.60551,0.50743,0.53554,0.33582,1.22917,0.84347,1.02345,0.000694,0.000694,0.000694
331,246772,1.14761,0.69697,0.98432,0.60644,0.5079,0.53581,0.33582,1.22922,0.84343,1.02344,0.000665714,0.000665714,0.000665714
332,247576,1.15142,0.69706,0.98415,0.60689,0.50788,0.53587,0.3359,1.22929,0.84341,1.02343,0.000637429,0.000637429,0.000637429
333,248446,1.14111,0.69649,0.98176,0.60776,0.50833,0.53591,0.33575,1.22935,0.84337,1.02343,0.000609143,0.000609143,0.000609143
334,249303,1.14061,0.69332,0.98224,0.61085,0.50569,0.53575,0.33574,1.22939,0.84333,1.02345,0.000580857,0.000580857,0.000580857
335,250147,1.14379,0.69326,0.98304,0.6109,0.50554,0.53572,0.33576,1.22947,0.84328,1.02347,0.000552571,0.000552571,0.000552571
336,251010,1.14408,0.69153,0.98243,0.61099,0.50534,0.53571,0.33576,1.22951,0.84326,1.02345,0.000524286,0.000524286,0.000524286
337,251867,1.13855,0.69268,0.98187,0.61111,0.50538,0.53581,0.33584,1.22961,0.8432,1.02349,0.000496,0.000496,0.000496
338,252671,1.14174,0.69045,0.98275,0.61095,0.50522,0.53588,0.33594,1.22969,0.8432,1.02352,0.000467714,0.000467714,0.000467714
339,253519,1.13915,0.68775,0.98145,0.61011,0.50577,0.53579,0.33587,1.22976,0.84319,1.02353,0.000439429,0.000439429,0.000439429
340,254393,1.13758,0.68893,0.97953,0.6085,0.50694,0.5357,0.33589,1.22985,0.84319,1.02355,0.000411143,0.000411143,0.000411143
341,255191,1.13635,0.67385,0.98839,0.60844,0.5065,0.53549,0.33586,1.22991,0.84319,1.02354,0.000382857,0.000382857,0.000382857
342,255992,1.12822,0.66606,0.98667,0.60873,0.50628,0.53539,0.3358,1.22998,0.84321,1.02355,0.000354571,0.000354571,0.000354571
343,256722,1.12709,0.66188,0.98502,0.60887,0.50631,0.53539,0.33595,1.23003,0.8432,1.02352,0.000326286,0.000326286,0.000326286
344,257450,1.12425,0.66191,0.98296,0.61004,0.50409,0.53531,0.3359,1.23011,0.84322,1.02349,0.000298,0.000298,0.000298
345,258174,1.11898,0.65714,0.98328,0.60909,0.5057,0.5353,0.33579,1.23019,0.84322,1.0235,0.000269714,0.000269714,0.000269714
346,258893,1.11673,0.65559,0.98116,0.61038,0.5032,0.53525,0.33578,1.23029,0.84321,1.02354,0.000241429,0.000241429,0.000241429
347,259622,1.12013,0.65625,0.98335,0.61043,0.50303,0.53536,0.33581,1.23036,0.84322,1.02355,0.000213143,0.000213143,0.000213143
348,260345,1.11733,0.65412,0.98194,0.61,0.50383,0.53544,0.33578,1.23046,0.84325,1.02356,0.000184857,0.000184857,0.000184857
349,261067,1.11662,0.65195,0.98105,0.61022,0.50366,0.53552,0.33574,1.23056,0.84324,1.02359,0.000156571,0.000156571,0.000156571
350,261793,1.11929,0.65312,0.97932,0.61028,0.50361,0.5355,0.33576,1.23065,0.84326,1.02362,0.000128286,0.000128286,0.000128286
